Brand Name,Parent Company,Type of Product,Type of Material,Layers,Total Count,City,Provinces,Time of Audit,Specifics of Audit
OKKY KOKO DRINK,SUNTORY GARUDA BEVERAGE,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
OKKY KOKO DRINK,SUNTORY GARUDA BEVERAGE,FOOD PACKAGING,HDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
CIMORY,MOUNTAIN DAIRY,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
CIMORY,MOUNTAIN DAIRY,FOOD PACKAGING,OTHERS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
CIMORY,MOUNTAIN DAIRY,FOOD PACKAGING,HDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ICE TEA,LIPTON ICE TEA,FOOD PACKAGING,PP,SINGLE LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ROMA SARI GANDUM,MAYORA INDAH,FOOD PACKAGING,OTHERS,SINGLE LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
CLUB,INDOFOOD,FOOD PACKAGING,PP,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
CLUB,INDOFOOD,FOOD PACKAGING,HDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
KOPI NONGKRONG,PT SAYAP MAS UTAMA,FOOD PACKAGING,PP,SINGLE LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
KOPI NONGKRONG,PT SAYAP MAS UTAMA,FOOD PACKAGING,HDPE,SINGLE LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
MIZONE,DANONE,FOOD PACKAGING,PP,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
MIZONE,DANONE,FOOD PACKAGING,PP,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
KIKO,PANDARIA MAKMUR (KIKO FACT),FOOD PACKAGING,PET,SINGLE LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
AKE,CV.AKE ABADI,FOOD PACKAGING,PET,SINGLE LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
AKE,CV.AKE ABADI,FOOD PACKAGING,PP,SINGLE LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
AKE,CV.AKE ABADI,FOOD PACKAGING,PET,SINGLE LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
AKE,CV.AKE ABADI,FOOD PACKAGING,PP,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,FOOD PACKAGING,PET,SINGLE LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
YUPI,YUPINDO,FOOD PACKAGING,PP,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
POCARI SWEAT,OTSUKA,FOOD PACKAGING,PP,SINGLE LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,FOOD PACKAGING,PET,SINGLE LAYER,4,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
BIG BABOL,PERFETTI VAN MELLE,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,PERSONAL CARE,HDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,HOUSEHOLD PRODUCT,HDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SARI GANDUM,MAYORA INDAH,FOOD PACKAGING,OTHERS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,FOOD PACKAGING,HDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
PLASTIK INDOMARET,PT INDOMARCO PRISMATAMA,PACKAGING MATERIAL,HDPE,SINGLE LAYER,3,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
POP MIE,INDOFOOD,PACKAGING MATERIAL,OTHERS,SINGLE LAYER,9,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
POP MIE,INDOFOOD,FOOD PACKAGING,OTHERS,MULTI LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
POP MIE,INDOFOOD,FOOD PACKAGING,PP,SINGLE LAYER,9,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
HATARI,ASW FOOD,FOOD PACKAGING,OTHERS,SINGLE LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
TWISTER,UNILEVER,FOOD PACKAGING,OTHERS,SINGLE LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
KIKO,PANDARIA MAKMUR (KIKO FACT),FOOD PACKAGING,PP,SINGLE LAYER,13,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ALE ALE,TIRTA ALAM,FOOD PACKAGING,PP,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,PACKAGING MATERIAL,PET,SINGLE LAYER,15,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,FOOD PACKAGING,PS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
MAX TEA,PT SARI INCOFOOD CORPORATION,FOOD PACKAGING,HDPE,MULTI LAYER,4,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
VINOLA,SINAR SURYA FOOD,FOOD PACKAGING,OTHERS,MULTI LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ROMA WAFELLO,MAYORA INDAH,FOOD PACKAGING,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,FOOD PACKAGING,PVC,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
MIE SEDAP,WINGS,FOOD PACKAGING,OTHERS,SINGLE LAYER,10,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
INDOMIE,INDOFOOD,FOOD PACKAGING,OTHERS,SINGLE LAYER,9,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
POP ICE,FORISA,FOOD PACKAGING,OTHERS,MULTI LAYER,4,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
MIKAKO,RUBBER SNACK INDUSTRY,FOOD PACKAGING,OTHERS,MULTI LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
TEH KOTAK,ULTRAJAYA,FOOD PACKAGING,OTHERS,MULTI LAYER,4,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
TEH KOTAK,ULTRAJAYA,FOOD PACKAGING,OTHERS,SINGLE LAYER,4,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ROMA KELAPA,MAYORA INDAH,FOOD PACKAGING,OTHERS,SINGLE LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ULTRAMILK,ULTRAJAYA,FOOD PACKAGING,OTHERS,MULTI LAYER,6,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ULTRAMILK,ULTRAJAYA,FOOD PACKAGING,OTHERS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
GOOD DAY COFFEE,PT SANTOS JAYA ABADI,FOOD PACKAGING,OTHERS,MULTI LAYER,3,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
LE MINERALE,MAYORA INDAH,FOOD PACKAGING,OTHERS,SINGLE LAYER,8,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
LE MINERALE,MAYORA INDAH,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
REBO,GUMINDO BOGAMANIS,FOOD PACKAGING,OTHERS,MULTI LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
GO MALKIST,PT JAYA UTAMA SANTIKAH,FOOD PACKAGING,OTHERS,MULTI LAYER,3,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,PACKAGING MATERIAL,HDPE,SINGLE LAYER,25,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
MIE SEDAP,WINGS,FOOD PACKAGING,OTHERS,MULTI LAYER,4,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
CHOCHO ROYAL,PT BAGUSFOOD,FOOD PACKAGING,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SUPERMI,INDOFOOD,FOOD PACKAGING,OTHERS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
MIE GELAS,MAYORA INDAH,FOOD PACKAGING,OTHERS,SINGLE LAYER,3,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
JASJUS,WINGS,FOOD PACKAGING,OTHERS,MULTI LAYER,3,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,HOUSEHOLD PRODUCT,HDPE,SINGLE LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
KUKU BIMA,SIDO MUNCUL,FOOD PACKAGING,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
BLUE BAND,UNILEVER,FOOD PACKAGING,PP,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
FRISIAN FLAG,FRIESLANDCAMPINA,FOOD PACKAGING,OTHERS,MULTI LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
MINYAKITA,APICAL GROUP,FOOD PACKAGING,LDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
MILO,NESTLE,FOOD PACKAGING,OTHERS,MULTI LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
TEH GELAS,ORANG TUA,FOOD PACKAGING,OTHERS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
YORITOS,PT MANOHARA ASRI,FOOD PACKAGING,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
LE MINERALE,MAYORA INDAH,FOOD PACKAGING,PP,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
MIZONE,DANONE,FOOD PACKAGING,PP,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
NIVEA,BEIERSDORF GLOBAL AG,PERSONAL CARE,PP,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
TOKAI,TOKAI DHARMA INDONESIA,SMOKING MATERIAL,PVC,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
BLUEBERRY DARK CHOCO INDOMARET,PT INDOMARCO PRISMATAMA,FOOD PACKAGING,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,FOOD PACKAGING,OTHERS,SINGLE LAYER,30,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
QTELA,INDOFOOD,FOOD PACKAGING,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SPONGE,PT LIWAYWAY,FOOD PACKAGING,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
KOPIKO,MAYORA INDAH,FOOD PACKAGING,LDPE,MULTI LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,PACKAGING MATERIAL,HDPE,SINGLE LAYER,22,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ROMA MALKIST,MAYORA INDAH,FOOD PACKAGING,PET,SINGLE LAYER,3,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
MARLBORO,PHILIP MORRIS INTERNATIONAL,SMOKING MATERIAL,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
MIRANDA,UNBRANDED,PERSONAL CARE,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,HOUSEHOLD PRODUCT,PS,SINGLE LAYER,5,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
GERY SALUT,GARUDA FOOD,FOOD PACKAGING,OTHERS,MULTI LAYER,9,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
BIG BABOL,PERFETTI VAN MELLE,PACKAGING MATERIAL,OTHERS,MULTI LAYER,7,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
INDOMIE,INDOFOOD,FOOD PACKAGING,LDPE,MULTI LAYER,3,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SURYA,GUDANG GARAM TBK.,SMOKING MATERIAL,OTHERS,MULTI LAYER,8,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,FOOD PACKAGING,OTHERS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,FOOD PACKAGING,PP,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
AICE,AICE,FOOD PACKAGING,PP,MULTI LAYER,3,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
CHA CHA CHOCOLATE,PT PERUSAHAAN INDUSTRI CERES,FOOD PACKAGING,PET,MULTI LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,FOOD PACKAGING,PP,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SAMPOERNA,PHILIP MORRIS INTERNATIONAL,SMOKING MATERIAL,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SAMPOERNA,PHILIP MORRIS INTERNATIONAL,PACKAGING MATERIAL,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
DJARUM,DJARUM INDONESIA,SMOKING MATERIAL,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,FOOD PACKAGING,PP,SINGLE LAYER,25,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SILVERQUEEN,PT PERUSAHAAN INDUSTRI CERES,FOOD PACKAGING,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SIIP,NABATI SNACK,FOOD PACKAGING,PS,MULTI LAYER,3,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
RELAXA,AGEL LANGGENG,FOOD PACKAGING,PS,MULTI LAYER,5,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
HOT HOT,BRONSON PRIMA INDUSTRI,FOOD PACKAGING,OTHERS,MULTI LAYER,6,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
FRENTA,KINO,FOOD PACKAGING,OTHERS,MULTI LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
KISS,MAYORA INDAH,FOOD PACKAGING,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
GULAKU,SUGAR GROUP,FOOD PACKAGING,OTHERS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ENERGEN,MAYORA INDAH,FOOD PACKAGING,OTHERS,MULTI LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
KOPI DAN KACANG,PT BRONSON PRIMA INDUSTRI,FOOD PACKAGING,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SQUARE PUFF,PT ANEKA INDOMAKMUR,FOOD PACKAGING,OTHERS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
DJARUM,DJARUM INDONESIA,SMOKING MATERIAL,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
TOS TOS,PT DUA KELINCI,FOOD PACKAGING,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
HATARI,ASW FOOD,FOOD PACKAGING,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
STARBUCKS,STARBUCKS,FOOD PACKAGING,OTHERS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
GORIORIO,SIANTAR TOP,FOOD PACKAGING,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ROYCO,CAMPBELL SOUP COMPANY,FOOD PACKAGING,OTHERS,MULTI LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
NUTRISARI,NUTRIFOOD,FOOD PACKAGING,OTHERS,MULTI LAYER,8,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
DILAN CHOCOLATE CRUNCHY,PT MAYORA INDAH,FOOD PACKAGING,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SAMPOERNA,PHILIP MORRIS INTERNATIONAL,SMOKING MATERIAL,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SOYJOY,PT AMERTA INDAH OTSUKA,FOOD PACKAGING,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
DANCOW,NESTLE,FOOD PACKAGING,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,HOUSEHOLD PRODUCT,OTHERS,SINGLE LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SWEETY DIAPERS,PT SOFTEX INDONESIA,OTHERS,OTHERS,SINGLE LAYER,3,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
REXONA,UNILEVER,OTHERS,OTHERS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
GORIORIO,SIANTAR TOP,FOOD PACKAGING,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
DAG,UNKNOWN,FOOD PACKAGING,OTHERS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
TIME BREAK,NABATI,FOOD PACKAGING,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
GABIN,UNKNOWN,FOOD PACKAGING,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
BEARBRAND,NESTLE,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
PONDS,UNILEVER,PERSONAL CARE,OTHERS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SAY BREAD,INDOMARET GROUP,FOOD PACKAGING,OTHERS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ALPENLIEBE,PERFETTI VAN MELLE,FOOD PACKAGING,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
KISS,MAYORA INDAH,FOOD PACKAGING,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SARI GANDUM,MAYORA INDAH,FOOD PACKAGING,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,FOOD PACKAGING,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
KECAP ABC,ABC,FOOD PACKAGING,LDPE,MULTI LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
BISKUIT BALITA,PT VADCO PROSPER MEGA,FOOD PACKAGING,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
KUSUKA,CV ARIRA PANGINDO,FOOD PACKAGING,PP,MULTI LAYER,4,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SANDAL,UNBRANDED,OTHERS,OTHERS,SINGLE LAYER,3,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
DANCOW,NESTLE,FOOD PACKAGING,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
TORABIKA,MAYORA INDAH,FOOD PACKAGING,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
MINYAK TELON,UNKNOWN,HOUSEHOLD PRODUCT,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
MINYAK TELON,UNKNOWN,HOUSEHOLD PRODUCT,PP,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,HOUSEHOLD PRODUCT,OTHERS,SINGLE LAYER,40,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
KELLY,PT KELLY INTERNATIONAL COSMETICS,PERSONAL CARE,PVC,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
CHA CHA CHOCOLATE,PT PERUSAHAAN INDUSTRI CERES,FOOD PACKAGING,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
MENTOS,PERFETTI VAN MELLE,FOOD PACKAGING,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
CAMELO,SUMBER TIRTA PAMENANG,FOOD PACKAGING,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
RELAXA,AGEL LANGGENG,FOOD PACKAGING,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,HOUSEHOLD PRODUCT,OTHERS,SINGLE LAYER,34,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
GOOD DAY COFFEE,PT SANTOS JAYA ABADI,FOOD PACKAGING,LDPE,MULTI LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
JASJUS,WINGS,FOOD PACKAGING,LDPE,MULTI LAYER,4,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,HOUSEHOLD PRODUCT,PP,SINGLE LAYER,10,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SUPERMI,INDOFOOD,FOOD PACKAGING,PP,MULTI LAYER,3,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SUPERSTAR,MAYORA INDAH,FOOD PACKAGING,PP,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
DEKA,PT DUA KELINCI,FOOD PACKAGING,PP,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
KOPI ABC,SANTOS JAYA ABADI,FOOD PACKAGING,PP,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
FLOW,PT SUMBER BENING LESTARI,FOOD PACKAGING,LDPE,SINGLE LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
FLOW,PT SUMBER BENING LESTARI,FOOD PACKAGING,LDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ROYCO,CAMPBELL SOUP COMPANY,FOOD PACKAGING,OTHERS,MULTI LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
TOP ICE,FORISA NUSA PERSADA,FOOD PACKAGING,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,FOOD PACKAGING,LDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
KUKU BIMA,SIDO MUNCUL,FOOD PACKAGING,OTHERS,MULTI LAYER,10,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,FOOD PACKAGING,LDPE,SINGLE LAYER,3,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,OTHERS,OTHERS,SINGLE LAYER,25,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
DAIA,WINGS,HOUSEHOLD PRODUCT,LDPE,MULTI LAYER,4,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
KISS,MAYORA INDAH,FOOD PACKAGING,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,HOUSEHOLD PRODUCT,PP,SINGLE LAYER,4,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,FOOD PACKAGING,PP,SINGLE LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,HOUSEHOLD PRODUCT,PP,SINGLE LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SUPERMI,INDOFOOD,FOOD PACKAGING,PP,MULTI LAYER,3,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,HOUSEHOLD PRODUCT,OTHERS,SINGLE LAYER,50,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
CLEO,TANOBEL FOOD,FOOD PACKAGING,PET,SINGLE LAYER,13,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
CLEO,TANOBEL FOOD,FOOD PACKAGING,LDPE,SINGLE LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
CLEO,TANOBEL FOOD,FOOD PACKAGING,PET,SINGLE LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
PLASTIK INDOMARET,PT INDOMARCO PRISMATAMA,PERSONAL CARE,LDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
